coverage_id,persona,stage,goal_id,goal,platform,scenario,entry_route_hint,receiving_actor,expected_persisted_result,owner_domain,shipping_state,status,campaign_id,deployed_sha,actor_ids,before_state,after_state,evidence,finding_id,receiver_evidence,scope_decision_task,scope_approver
ART-05-WEB-SUCCESS,artist_owner,plan,ART-05,Receive and respond to booking request,web,success,/artist/events; bookings,organizer|venue,Booking status agrees across actors,artist,needs_ui_confirmation,not_run,,,,,,,,,,
ART-05-WEB-EMPTY_STATE,artist_owner,plan,ART-05,Receive and respond to booking request,web,empty_state,/artist/events; bookings,organizer|venue,Booking status agrees across actors,artist,needs_ui_confirmation,not_run,,,,,,,,,,
ART-05-WEB-INVALID_INPUT,artist_owner,plan,ART-05,Receive and respond to booking request,web,invalid_input,/artist/events; bookings,organizer|venue,Booking status agrees across actors,artist,needs_ui_confirmation,not_run,,,,,,,,,,
ART-05-WEB-CANCEL_OR_RETRY,artist_owner,plan,ART-05,Receive and respond to booking request,web,cancel_or_retry,/artist/events; bookings,organizer|venue,Booking status agrees across actors,artist,needs_ui_confirmation,not_run,,,,,,,,,,
ART-05-WEB-NOTIFICATION,artist_owner,plan,ART-05,Receive and respond to booking request,web,notification,/artist/events; bookings,organizer|venue,Booking status agrees across actors,artist,needs_ui_confirmation,not_run,,,,,,,,,,
ART-05-WEB-PERSISTENCE,artist_owner,plan,ART-05,Receive and respond to booking request,web,persistence,/artist/events; bookings,organizer|venue,Booking status agrees across actors,artist,needs_ui_confirmation,not_run,,,,,,,,,,
ART-05-WEB-ACCESSIBILITY,artist_owner,plan,ART-05,Receive and respond to booking request,web,accessibility,/artist/events; bookings,organizer|venue,Booking status agrees across actors,artist,needs_ui_confirmation,not_run,,,,,,,,,,
ART-05-WEB-RESPONSIVE_OR_NATIVE,artist_owner,plan,ART-05,Receive and respond to booking request,web,responsive_or_native,/artist/events; bookings,organizer|venue,Booking status agrees across actors,artist,needs_ui_confirmation,not_run,,,,,,,,,,
ART-05-WEB-UNAUTHORIZED,artist_owner,plan,ART-05,Receive and respond to booking request,web,unauthorized,/artist/events; bookings,organizer|venue,Booking status agrees across actors,artist,needs_ui_confirmation,not_run,,,,,,,,,,
ART-06-WEB-SUCCESS,artist_owner,sell,ART-06,Create ticket and merchandise offers,web,success,/artist/store; /artist/events/ticket-sales,customer,Purchasable offer and inventory persist,marketplace,needs_ui_confirmation,not_run,,,,,,,,,,
ART-06-WEB-EMPTY_STATE,artist_owner,sell,ART-06,Create ticket and merchandise offers,web,empty_state,/artist/store; /artist/events/ticket-sales,customer,Purchasable offer and inventory persist,marketplace,needs_ui_confirmation,not_run,,,,,,,,,,
ART-06-WEB-INVALID_INPUT,artist_owner,sell,ART-06,Create ticket and merchandise offers,web,invalid_input,/artist/store; /artist/events/ticket-sales,customer,Purchasable offer and inventory persist,marketplace,needs_ui_confirmation,not_run,,,,,,,,,,
ART-06-WEB-CANCEL_OR_RETRY,artist_owner,sell,ART-06,Create ticket and merchandise offers,web,cancel_or_retry,/artist/store; /artist/events/ticket-sales,customer,Purchasable offer and inventory persist,marketplace,needs_ui_confirmation,not_run,,,,,,,,,,
ART-06-WEB-NOTIFICATION,artist_owner,sell,ART-06,Create ticket and merchandise offers,web,notification,/artist/store; /artist/events/ticket-sales,customer,Purchasable offer and inventory persist,marketplace,needs_ui_confirmation,not_run,,,,,,,,,,
ART-06-WEB-PERSISTENCE,artist_owner,sell,ART-06,Create ticket and merchandise offers,web,persistence,/artist/store; /artist/events/ticket-sales,customer,Purchasable offer and inventory persist,marketplace,needs_ui_confirmation,not_run,,,,,,,,,,
ART-06-WEB-ACCESSIBILITY,artist_owner,sell,ART-06,Create ticket and merchandise offers,web,accessibility,/artist/store; /artist/events/ticket-sales,customer,Purchasable offer and inventory persist,marketplace,needs_ui_confirmation,not_run,,,,,,,,,,
ART-06-WEB-RESPONSIVE_OR_NATIVE,artist_owner,sell,ART-06,Create ticket and merchandise offers,web,responsive_or_native,/artist/store; /artist/events/ticket-sales,customer,Purchasable offer and inventory persist,marketplace,needs_ui_confirmation,not_run,,,,,,,,,,
ART-06-WEB-UNAUTHORIZED,artist_owner,sell,ART-06,Create ticket and merchandise offers,web,unauthorized,/artist/store; /artist/events/ticket-sales,customer,Purchasable offer and inventory persist,marketplace,needs_ui_confirmation,not_run,,,,,,,,,,
ART-07-WEB-SUCCESS,artist_owner,close,ART-07,Inspect sales engagement and event analytics,web,success,/artist/dashboard/analytics,organizer,Analytics reflect actual campaign transactions,artist,needs_ui_confirmation,not_run,,,,,,,,,,
ART-07-WEB-EMPTY_STATE,artist_owner,close,ART-07,Inspect sales engagement and event analytics,web,empty_state,/artist/dashboard/analytics,organizer,Analytics reflect actual campaign transactions,artist,needs_ui_confirmation,not_run,,,,,,,,,,
ART-07-WEB-INVALID_INPUT,artist_owner,close,ART-07,Inspect sales engagement and event analytics,web,invalid_input,/artist/dashboard/analytics,organizer,Analytics reflect actual campaign transactions,artist,needs_ui_confirmation,not_run,,,,,,,,,,
ART-07-WEB-CANCEL_OR_RETRY,artist_owner,close,ART-07,Inspect sales engagement and event analytics,web,cancel_or_retry,/artist/dashboard/analytics,organizer,Analytics reflect actual campaign transactions,artist,needs_ui_confirmation,not_run,,,,,,,,,,
ART-07-WEB-NOTIFICATION,artist_owner,close,ART-07,Inspect sales engagement and event analytics,web,notification,/artist/dashboard/analytics,organizer,Analytics reflect actual campaign transactions,artist,needs_ui_confirmation,not_run,,,,,,,,,,
ART-07-WEB-PERSISTENCE,artist_owner,close,ART-07,Inspect sales engagement and event analytics,web,persistence,/artist/dashboard/analytics,organizer,Analytics reflect actual campaign transactions,artist,needs_ui_confirmation,not_run,,,,,,,,,,
ART-07-WEB-ACCESSIBILITY,artist_owner,close,ART-07,Inspect sales engagement and event analytics,web,accessibility,/artist/dashboard/analytics,organizer,Analytics reflect actual campaign transactions,artist,needs_ui_confirmation,not_run,,,,,,,,,,
ART-07-WEB-RESPONSIVE_OR_NATIVE,artist_owner,close,ART-07,Inspect sales engagement and event analytics,web,responsive_or_native,/artist/dashboard/analytics,organizer,Analytics reflect actual campaign transactions,artist,needs_ui_confirmation,not_run,,,,,,,,,,
ART-07-WEB-UNAUTHORIZED,artist_owner,close,ART-07,Inspect sales engagement and event analytics,web,unauthorized,/artist/dashboard/analytics,organizer,Analytics reflect actual campaign transactions,artist,needs_ui_confirmation,not_run,,,,,,,,,,
VEN-01-WEB-SUCCESS,venue_manager,identity,VEN-01,Create venue profile and kit,web,success,/venue/overview; /venue/equipment,customer|organizer,Public venue and kit are discoverable,venue,needs_ui_confirmation,not_run,,,,,,,,,,
VEN-01-WEB-EMPTY_STATE,venue_manager,identity,VEN-01,Create venue profile and kit,web,empty_state,/venue/overview; /venue/equipment,customer|organizer,Public venue and kit are discoverable,venue,needs_ui_confirmation,not_run,,,,,,,,,,
VEN-01-WEB-INVALID_INPUT,venue_manager,identity,VEN-01,Create venue profile and kit,web,invalid_input,/venue/overview; /venue/equipment,customer|organizer,Public venue and kit are discoverable,venue,needs_ui_confirmation,not_run,,,,,,,,,,
VEN-01-WEB-CANCEL_OR_RETRY,venue_manager,identity,VEN-01,Create venue profile and kit,web,cancel_or_retry,/venue/overview; /venue/equipment,customer|organizer,Public venue and kit are discoverable,venue,needs_ui_confirmation,not_run,,,,,,,,,,
VEN-01-WEB-NOTIFICATION,venue_manager,identity,VEN-01,Create venue profile and kit,web,notification,/venue/overview; /venue/equipment,customer|organizer,Public venue and kit are discoverable,venue,needs_ui_confirmation,not_run,,,,,,,,,,
VEN-01-WEB-PERSISTENCE,venue_manager,identity,VEN-01,Create venue profile and kit,web,persistence,/venue/overview; /venue/equipment,customer|organizer,Public venue and kit are discoverable,venue,needs_ui_confirmation,not_run,,,,,,,,,,
VEN-01-WEB-ACCESSIBILITY,venue_manager,identity,VEN-01,Create venue profile and kit,web,accessibility,/venue/overview; /venue/equipment,customer|organizer,Public venue and kit are discoverable,venue,needs_ui_confirmation,not_run,,,,,,,,,,
VEN-01-WEB-RESPONSIVE_OR_NATIVE,venue_manager,identity,VEN-01,Create venue profile and kit,web,responsive_or_native,/venue/overview; /venue/equipment,customer|organizer,Public venue and kit are discoverable,venue,needs_ui_confirmation,not_run,,,,,,,,,,
VEN-01-WEB-UNAUTHORIZED,venue_manager,identity,VEN-01,Create venue profile and kit,web,unauthorized,/venue/overview; /venue/equipment,customer|organizer,Public venue and kit are discoverable,venue,needs_ui_confirmation,not_run,,,,,,,,,,
VEN-02-WEB-SUCCESS,venue_manager,plan,VEN-02,Manage availability inquiry and booking,web,success,/venue/events; venue bookings,organizer|artist,Availability and booking state agree,venue,needs_ui_confirmation,not_run,,,,,,,,,,
VEN-02-WEB-EMPTY_STATE,venue_manager,plan,VEN-02,Manage availability inquiry and booking,web,empty_state,/venue/events; venue bookings,organizer|artist,Availability and booking state agree,venue,needs_ui_confirmation,not_run,,,,,,,,,,
VEN-02-WEB-INVALID_INPUT,venue_manager,plan,VEN-02,Manage availability inquiry and booking,web,invalid_input,/venue/events; venue bookings,organizer|artist,Availability and booking state agree,venue,needs_ui_confirmation,not_run,,,,,,,,,,
VEN-02-WEB-CANCEL_OR_RETRY,venue_manager,plan,VEN-02,Manage availability inquiry and booking,web,cancel_or_retry,/venue/events; venue bookings,organizer|artist,Availability and booking state agree,venue,needs_ui_confirmation,not_run,,,,,,,,,,
VEN-02-WEB-NOTIFICATION,venue_manager,plan,VEN-02,Manage availability inquiry and booking,web,notification,/venue/events; venue bookings,organizer|artist,Availability and booking state agree,venue,needs_ui_confirmation,not_run,,,,,,,,,,
VEN-02-WEB-PERSISTENCE,venue_manager,plan,VEN-02,Manage availability inquiry and booking,web,persistence,/venue/events; venue bookings,organizer|artist,Availability and booking state agree,venue,needs_ui_confirmation,not_run,,,,,,,,,,
VEN-02-WEB-ACCESSIBILITY,venue_manager,plan,VEN-02,Manage availability inquiry and booking,web,accessibility,/venue/events; venue bookings,organizer|artist,Availability and booking state agree,venue,needs_ui_confirmation,not_run,,,,,,,,,,
VEN-02-WEB-RESPONSIVE_OR_NATIVE,venue_manager,plan,VEN-02,Manage availability inquiry and booking,web,responsive_or_native,/venue/events; venue bookings,organizer|artist,Availability and booking state agree,venue,needs_ui_confirmation,not_run,,,,,,,,,,
VEN-02-WEB-UNAUTHORIZED,venue_manager,plan,VEN-02,Manage availability inquiry and booking,web,unauthorized,/venue/events; venue bookings,organizer|artist,Availability and booking state agree,venue,needs_ui_confirmation,not_run,,,,,,,,,,
VEN-03-WEB-SUCCESS,venue_manager,staff,VEN-03,Post event staffing need,web,success,/venue/events; venue staff,worker,Published job is discoverable by worker,work,needs_ui_confirmation,not_run,,,,,,,,,,
VEN-03-WEB-EMPTY_STATE,venue_manager,staff,VEN-03,Post event staffing need,web,empty_state,/venue/events; venue staff,worker,Published job is discoverable by worker,work,needs_ui_confirmation,not_run,,,,,,,,,,
VEN-03-WEB-INVALID_INPUT,venue_manager,staff,VEN-03,Post event staffing need,web,invalid_input,/venue/events; venue staff,worker,Published job is discoverable by worker,work,needs_ui_confirmation,not_run,,,,,,,,,,
VEN-03-WEB-CANCEL_OR_RETRY,venue_manager,staff,VEN-03,Post event staffing need,web,cancel_or_retry,/venue/events; venue staff,worker,Published job is discoverable by worker,work,needs_ui_confirmation,not_run,,,,,,,,,,
VEN-03-WEB-NOTIFICATION,venue_manager,staff,VEN-03,Post event staffing need,web,notification,/venue/events; venue staff,worker,Published job is discoverable by worker,work,needs_ui_confirmation,not_run,,,,,,,,,,
VEN-03-WEB-PERSISTENCE,venue_manager,staff,VEN-03,Post event staffing need,web,persistence,/venue/events; venue staff,worker,Published job is discoverable by worker,work,needs_ui_confirmation,not_run,,,,,,,,,,
VEN-03-WEB-ACCESSIBILITY,venue_manager,staff,VEN-03,Post event staffing need,web,accessibility,/venue/events; venue staff,worker,Published job is discoverable by worker,work,needs_ui_confirmation,not_run,,,,,,,,,,
VEN-03-WEB-RESPONSIVE_OR_NATIVE,venue_manager,staff,VEN-03,Post event staffing need,web,responsive_or_native,/venue/events; venue staff,worker,Published job is discoverable by worker,work,needs_ui_confirmation,not_run,,,,,,,,,,
VEN-03-WEB-UNAUTHORIZED,venue_manager,staff,VEN-03,Post event staffing need,web,unauthorized,/venue/events; venue staff,worker,Published job is discoverable by worker,work,needs_ui_confirmation,not_run,,,,,,,,,,
VEN-04-WEB-SUCCESS,venue_manager,execute,VEN-04,Manage venue event day operations,web,success,/venue/events/[id],organizer|door_staff,Event status and incidents persist,venue,needs_ui_confirmation,not_run,,,,,,,,,,
VEN-04-WEB-EMPTY_STATE,venue_manager,execute,VEN-04,Manage venue event day operations,web,empty_state,/venue/events/[id],organizer|door_staff,Event status and incidents persist,venue,needs_ui_confirmation,not_run,,,,,,,,,,
VEN-04-WEB-INVALID_INPUT,venue_manager,execute,VEN-04,Manage venue event day operations,web,invalid_input,/venue/events/[id],organizer|door_staff,Event status and incidents persist,venue,needs_ui_confirmation,not_run,,,,,,,,,,
VEN-04-WEB-CANCEL_OR_RETRY,venue_manager,execute,VEN-04,Manage venue event day operations,web,cancel_or_retry,/venue/events/[id],organizer|door_staff,Event status and incidents persist,venue,needs_ui_confirmation,not_run,,,,,,,,,,
VEN-04-WEB-NOTIFICATION,venue_manager,execute,VEN-04,Manage venue event day operations,web,notification,/venue/events/[id],organizer|door_staff,Event status and incidents persist,venue,needs_ui_confirmation,not_run,,,,,,,,,,
VEN-04-WEB-PERSISTENCE,venue_manager,execute,VEN-04,Manage venue event day operations,web,persistence,/venue/events/[id],organizer|door_staff,Event status and incidents persist,venue,needs_ui_confirmation,not_run,,,,,,,,,,
VEN-04-WEB-ACCESSIBILITY,venue_manager,execute,VEN-04,Manage venue event day operations,web,accessibility,/venue/events/[id],organizer|door_staff,Event status and incidents persist,venue,needs_ui_confirmation,not_run,,,,,,,,,,
VEN-04-WEB-RESPONSIVE_OR_NATIVE,venue_manager,execute,VEN-04,Manage venue event day operations,web,responsive_or_native,/venue/events/[id],organizer|door_staff,Event status and incidents persist,venue,needs_ui_confirmation,not_run,,,,,,,,,,
VEN-04-WEB-UNAUTHORIZED,venue_manager,execute,VEN-04,Manage venue event day operations,web,unauthorized,/venue/events/[id],organizer|door_staff,Event status and incidents persist,venue,needs_ui_confirmation,not_run,,,,,,,,,,
VEN-05-WEB-SUCCESS,venue_manager,close,VEN-05,Inspect venue finance and event result,web,success,/venue/finances; /venue/analytics,organizer,Reported result matches campaign records,venue,needs_ui_confirmation,not_run,,,,,,,,,,
VEN-05-WEB-EMPTY_STATE,venue_manager,close,VEN-05,Inspect venue finance and event result,web,empty_state,/venue/finances; /venue/analytics,organizer,Reported result matches campaign records,venue,needs_ui_confirmation,not_run,,,,,,,,,,
VEN-05-WEB-INVALID_INPUT,venue_manager,close,VEN-05,Inspect venue finance and event result,web,invalid_input,/venue/finances; /venue/analytics,organizer,Reported result matches campaign records,venue,needs_ui_confirmation,not_run,,,,,,,,,,
VEN-05-WEB-CANCEL_OR_RETRY,venue_manager,close,VEN-05,Inspect venue finance and event result,web,cancel_or_retry,/venue/finances; /venue/analytics,organizer,Reported result matches campaign records,venue,needs_ui_confirmation,not_run,,,,,,,,,,
VEN-05-WEB-NOTIFICATION,venue_manager,close,VEN-05,Inspect venue finance and event result,web,notification,/venue/finances; /venue/analytics,organizer,Reported result matches campaign records,venue,needs_ui_confirmation,not_run,,,,,,,,,,
